"user_id","gender","profession","used_vr_ar","impact_tech","effectiveness","benefit_vr_ar","challenge_cost","challenge_awareness","challenge_equipment","challenge_realism","future_vr_ar","concerns_accuracy","concerns_cost","concerns_technical","concerns_privacy","timestamp"
"id_137","Female","Other","No, but I am interested","Both equally","Extremely effective","Expands market reach (remote buyers)",0,0,1,0,"It will become an essential tool for property buying/selling",0,0,1,1,2023-04-04 01:41:03.903672
"id_138","Female","Student","No, but I am interested","Both equally","Neutral","Increases confidence in purchasing decisions",0,0,1,1,"It will not have a significant impact",1,0,1,0,2023-09-10 04:06:08.304611
"id_139","Prefer not to say","Property Developer","Yes, but rarely","Both equally","Not very effective","Increases confidence in purchasing decisions",0,1,1,1,"It will grow but remain a niche tool",1,0,1,1,2023-03-16 08:28:27.0894
"id_140","Male","Real Estate Agent","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","More immersive than photos/videos",0,1,0,0,"It will become an essential tool for property buying/selling",0,0,1,0,2023-03-07 03:35:25.89342
"id_141","Male","Investor","No, I have no interest","Both equally","Extremely effective","Saves time for buyers and sellers",1,0,0,1,"It will grow but remain a niche tool",0,1,0,0,2023-11-22 04:53:51.527573
"id_142","Male","Student","Yes, but rarely","AR – Interactive overlays on real-world properties","Somewhat effective","Expands market reach (remote buyers)",0,0,0,1,"It will become an essential tool for property buying/selling",0,0,1,1,2023-06-18 12:54:32.387811
"id_143","Male","Property Developer","No, but I am interested","AR – Interactive overlays on real-world properties","Somewhat effective","Saves time for buyers and sellers",0,1,1,1,"It will grow but remain a niche tool",0,0,0,0,2023-06-10 13:59:47.452099
"id_144","Male","Real Estate Agent","Yes, frequently","Neither","Somewhat effective","Saves time for buyers and sellers",0,0,1,0,"It will become an essential tool for property buying/selling",1,0,0,0,2023-08-03 09:33:01.637524
"id_145","Female","Buyer/Renter","No, but I am interested","VR – Full 3D property tours","Somewhat effective","Expands market reach (remote buyers)",0,0,1,0,"It will become an essential tool for property buying/selling",0,1,0,1,2023-07-23 12:48:53.983567
"id_146","Male","Investor","Yes, but rarely","Neither","Somewhat effective","Increases confidence in purchasing decisions",0,1,0,1,"It will become an essential tool for property buying/selling",0,1,0,1,2023-08-16 10:21:07.641824
"id_147","Male","Student","Yes, but rarely","AR – Interactive overlays on real-world properties","Somewhat effective","Expands market reach (remote buyers)",0,0,1,0,"It will grow but remain a niche tool",0,0,1,1,2023-08-14 13:53:44.914195
"id_148","Male","Buyer/Renter","Yes, but rarely","AR – Interactive overlays on real-world properties","Somewhat effective","Saves time for buyers and sellers",1,0,1,0,"It will become an essential tool for property buying/selling",0,1,1,1,2023-02-23 15:59:17.504302
"id_149","Male","Real Estate Agent","No, but I am interested","VR – Full 3D property tours","Extremely effective","More immersive than photos/videos",0,1,0,0,"It will become an essential tool for property buying/selling",1,0,0,1,2023-04-19 15:35:44.803086
"id_150","Female","Investor","No, but I am interested","Both equally","Extremely effective","Saves time for buyers and sellers",0,1,1,0,"It will become an essential tool for property buying/selling",0,0,1,0,2023-10-07 03:52:52.573403
"id_151","Female","Student","Yes, frequently","Both equally","Somewhat effective","Increases confidence in purchasing decisions",1,1,1,1,"It will grow but remain a niche tool",1,0,1,1,2023-08-14 15:17:34.331234
"id_152","Female","Property Developer","Yes, but rarely","AR – Interactive overlays on real-world properties","Not very effective","Expands market reach (remote buyers)",1,0,1,1,"It will become an essential tool for property buying/selling",1,1,1,0,2023-08-27 14:25:33.309768
"id_153","Male","Real Estate Agent","No, I have no interest","VR – Full 3D property tours","Extremely effective","Expands market reach (remote buyers)",0,0,0,0,"It will become an essential tool for property buying/selling",0,1,1,0,2023-12-07 22:14:48.620278
"id_154","Male","Investor","Yes, frequently","VR – Full 3D property tours","Somewhat effective","Saves time for buyers and sellers",0,1,0,0,"It will become an essential tool for property buying/selling",1,0,1,0,2023-08-11 06:12:57.678421
"id_155","Male","Student","Yes, but rarely","Both equally","Somewhat effective","Saves time for buyers and sellers",0,1,1,1,"It will not have a significant impact",0,1,0,0,2023-09-24 22:53:26.401683
"id_156","Male","Property Developer","No, but I am interested","VR – Full 3D property tours","Somewhat effective","Increases confidence in purchasing decisions",0,1,0,1,"It will become an essential tool for property buying/selling",0,0,1,0,2023-03-02 09:47:06.400218
"id_157","Female","Property Developer","No, but I am interested","Both equally","Extremely effective","More immersive than photos/videos",0,0,1,0,"It will grow but remain a niche tool",1,0,1,1,2023-10-06 07:35:17.227055
"id_158","Male","Buyer/Renter","Yes, frequently","AR – Interactive overlays on real-world properties","Neutral","Increases confidence in purchasing decisions",0,1,0,1,"It will become an essential tool for property buying/selling",0,1,1,0,2023-10-13 16:12:23.831562
"id_159","Male","Investor","Yes, but rarely","Both equally","Somewhat effective","Saves time for buyers and sellers",0,1,1,0,"It will become an essential tool for property buying/selling",1,0,0,1,2023-03-15 17:27:37.734914
"id_160","Male","Real Estate Agent","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","Increases confidence in purchasing decisions",0,0,0,1,"It will grow but remain a niche tool",0,1,1,0,2023-05-30 02:08:45.262084
"id_161","Female","Property Developer","No, but I am interested","AR – Interactive overlays on real-world properties","Not effective at all","Saves time for buyers and sellers",0,0,1,0,"It will grow but remain a niche tool",0,0,1,0,2023-07-28 10:23:46.388829
"id_162","Male","Property Developer","No, but I am interested","Both equally","Somewhat effective","Saves time for buyers and sellers",0,1,1,0,"It will become an essential tool for property buying/selling",0,0,0,0,2023-06-27 20:46:21.11096
"id_163","Female","Buyer/Renter","Yes, but rarely","Both equally","Extremely effective","Increases confidence in purchasing decisions",1,0,1,0,"It will become an essential tool for property buying/selling",0,0,0,0,2023-08-13 14:39:09.249205
"id_164","Male","Student","No, but I am interested","VR – Full 3D property tours","Extremely effective","Saves time for buyers and sellers",0,1,1,1,"It will become an essential tool for property buying/selling",0,0,0,1,2023-04-09 18:34:29.603293
"id_165","Male","Buyer/Renter","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","More immersive than photos/videos",0,0,0,1,"It will grow but remain a niche tool",0,0,1,1,2023-04-04 12:19:19.500614
"id_166","Female","Buyer/Renter","No, but I am interested","VR – Full 3D property tours","Not effective at all","Increases confidence in purchasing decisions",1,0,1,1,"It will become an essential tool for property buying/selling",0,0,0,0,2023-10-13 23:06:40.621819
"id_167","Female","Property Developer","No, I have no interest","Neither","Somewhat effective","More immersive than photos/videos",0,0,1,1,"It will grow but remain a niche tool",0,0,1,1,2023-07-19 13:24:44.830287
"id_168","Male","Buyer/Renter","No, but I am interested","VR – Full 3D property tours","Not effective at all","More immersive than photos/videos",0,0,1,0,"It will grow but remain a niche tool",0,1,0,0,2023-03-02 18:22:06.341573
"id_169","Male","Investor","No, but I am interested","VR – Full 3D property tours","Extremely effective","More immersive than photos/videos",0,0,1,1,"It will grow but remain a niche tool",0,1,1,0,2023-12-23 03:51:09.317502
"id_170","Male","Buyer/Renter","Yes, frequently","Both equally","Extremely effective","Saves time for buyers and sellers",0,1,0,0,"It will become an essential tool for property buying/selling",0,1,0,0,2023-06-28 06:56:44.171162
"id_171","Female","Buyer/Renter","Yes, but rarely","VR – Full 3D property tours","Somewhat effective","Saves time for buyers and sellers",0,1,1,1,"It will become an essential tool for property buying/selling",0,0,0,0,2023-03-02 04:29:17.644265
"id_172","Male","Investor","Yes, but rarely","VR – Full 3D property tours","Extremely effective","Saves time for buyers and sellers",0,0,0,1,"It will become an essential tool for property buying/selling",0,0,0,0,2023-03-19 22:30:26.116605
"id_173","Female","Buyer/Renter","Yes, but rarely","Both equally","Somewhat effective","Increases confidence in purchasing decisions",0,0,1,0,"It will become an essential tool for property buying/selling",1,1,1,0,2023-09-17 02:17:20.813965
"id_174","Female","Buyer/Renter","Yes, frequently","AR – Interactive overlays on real-world properties","Extremely effective","Saves time for buyers and sellers",1,1,1,1,"It will become an essential tool for property buying/selling",0,0,0,0,2023-02-06 22:44:20.585999
"id_175","Female","Real Estate Agent","No, but I am interested","Both equally","Neutral","Saves time for buyers and sellers",0,1,1,1,"It will become an essential tool for property buying/selling",1,0,0,1,2023-02-21 15:06:52.17836
"id_176","Female","Investor","Yes, but rarely","AR – Interactive overlays on real-world properties","Somewhat effective","Saves time for buyers and sellers",0,1,0,1,"It will become an essential tool for property buying/selling",1,0,1,1,2023-05-30 11:16:47.44881
"id_177","Male","Property Developer","No, I have no interest","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",1,1,1,1,"It will become an essential tool for property buying/selling",1,1,1,1,2023-08-21 17:11:51.628154
"id_178","Female","Buyer/Renter","No, but I am interested","VR – Full 3D property tours","Neutral","Expands market reach (remote buyers)",0,1,1,0,"It will become an essential tool for property buying/selling",0,1,1,0,2023-01-09 18:10:08.799702
"id_179","Female","Real Estate Agent","No, but I am interested","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",1,0,1,1,"It will grow but remain a niche tool",1,0,0,0,2023-02-24 07:01:08.455414
"id_180","Female","Real Estate Agent","Yes, but rarely","Both equally","Neutral","More immersive than photos/videos",1,0,1,1,"It will become an essential tool for property buying/selling",0,0,0,0,2023-04-04 23:43:27.392539
"id_181","Female","Student","No, but I am interested","Both equally","Not very effective","More immersive than photos/videos",0,1,0,1,"It will become an essential tool for property buying/selling",0,1,0,0,2023-09-21 17:17:44.915646
"id_182","Male","Student","No, but I am interested","VR – Full 3D property tours","Extremely effective","More immersive than photos/videos",1,1,0,1,"It will grow but remain a niche tool",0,1,0,0,2023-06-07 11:07:27.627431
"id_183","Female","Property Developer","No, I have no interest","Neither","Somewhat effective","Expands market reach (remote buyers)",0,0,0,1,"It will become an essential tool for property buying/selling",0,1,1,0,2023-02-07 08:19:37.61283
"id_184","Male","Property Developer","Yes, frequently","Both equally","Extremely effective","Expands market reach (remote buyers)",0,1,0,0,"It will become an essential tool for property buying/selling",0,0,1,1,2023-05-21 01:25:29.499535
"id_185","Female","Other","No, I have no interest","Both equally","Extremely effective","Saves time for buyers and sellers",0,0,1,1,"It will not have a significant impact",1,1,1,0,2023-07-05 11:33:31.907845
"id_186","Female","Investor","No, but I am interested","Both equally","Somewhat effective","Increases confidence in purchasing decisions",0,0,1,0,"It will not have a significant impact",0,0,0,0,2023-07-09 15:31:38.1528
"id_187","Male","Investor","No, but I am interested","VR – Full 3D property tours","Neutral","Saves time for buyers and sellers",0,1,1,0,"It will grow but remain a niche tool",0,1,1,0,2023-11-29 04:23:52.093811
"id_188","Female","Buyer/Renter","No, I have no interest","VR – Full 3D property tours","Extremely effective","Expands market reach (remote buyers)",0,1,1,0,"It will become an essential tool for property buying/selling",0,1,1,0,2023-03-04 23:13:54.577789
"id_189","Non-binary","Real Estate Agent","No, I have no interest","AR – Interactive overlays on real-world properties","Somewhat effective","Saves time for buyers and sellers",0,1,1,1,"It will not have a significant impact",1,1,1,1,2023-05-31 08:52:41.907722
"id_190","Non-binary","Buyer/Renter","Yes, but rarely","Neither","Extremely effective","Expands market reach (remote buyers)",1,0,0,1,"It will grow but remain a niche tool",1,0,0,1,2023-06-01 21:47:00.918542
"id_191","Male","Buyer/Renter","No, but I am interested","VR – Full 3D property tours","Extremely effective","Saves time for buyers and sellers",0,0,1,1,"It will grow but remain a niche tool",1,0,1,1,2023-06-17 00:52:08.217571
"id_192","Male","Investor","Yes, but rarely","Both equally","Somewhat effective","More immersive than photos/videos",0,0,0,1,"It will become an essential tool for property buying/selling",1,1,0,0,2023-01-14 03:39:23.014818
"id_193","Prefer not to say","Investor","Yes, but rarely","Both equally","Extremely effective","Saves time for buyers and sellers",0,0,1,1,"It will become an essential tool for property buying/selling",1,1,1,0,2023-12-02 18:03:04.966731
"id_194","Female","Buyer/Renter","No, I have no interest","AR – Interactive overlays on real-world properties","Not very effective","More immersive than photos/videos",1,0,0,1,"It will grow but remain a niche tool",1,0,1,1,2023-10-02 18:52:19.429263
"id_195","Non-binary","Buyer/Renter","No, but I am interested","AR – Interactive overlays on real-world properties","Neutral","Increases confidence in purchasing decisions",1,0,1,1,"It will become an essential tool for property buying/selling",0,1,0,1,2023-12-24 09:15:48.638864
"id_196","Female","Investor","No, but I am interested","AR – Interactive overlays on real-world properties","Neutral","Expands market reach (remote buyers)",1,0,1,0,"It will grow but remain a niche tool",0,1,1,0,2023-11-20 03:09:39.584703
"id_197","Male","Buyer/Renter","Yes, frequently","Neither","Extremely effective","Saves time for buyers and sellers",0,1,0,1,"It will become an essential tool for property buying/selling",0,0,1,0,2023-12-29 14:57:12.308724
"id_198","Female","Buyer/Renter","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","Increases confidence in purchasing decisions",0,1,0,1,"It will grow but remain a niche tool",0,1,0,1,2023-05-17 23:45:43.548218
"id_199","Male","Real Estate Agent","Yes, frequently","VR – Full 3D property tours","Extremely effective","Increases confidence in purchasing decisions",1,0,0,1,"It will grow but remain a niche tool",0,0,1,1,2023-05-07 15:05:47.589205
"id_200","Female","Real Estate Agent","No, but I am interested","Both equally","Somewhat effective","Expands market reach (remote buyers)",0,0,0,1,"It will grow but remain a niche tool",0,0,1,0,2023-10-12 00:23:38.556077
"id_201","Male","Property Developer","Yes, frequently","AR – Interactive overlays on real-world properties","Neutral","More immersive than photos/videos",0,0,1,1,"It will not have a significant impact",1,0,1,0,2023-02-23 04:10:09.427241
"id_202","Prefer not to say","Buyer/Renter","Yes, frequently","Both equally","Extremely effective","Increases confidence in purchasing decisions",0,0,1,0,"It will become an essential tool for property buying/selling",0,0,1,0,2023-07-03 15:02:18.506761
"id_203","Female","Buyer/Renter","Yes, but rarely","VR – Full 3D property tours","Neutral","Saves time for buyers and sellers",1,1,0,0,"It will become an essential tool for property buying/selling",1,1,1,1,2023-09-29 00:31:57.267669
"id_204","Female","Property Developer","No, I have no interest","Neither","Somewhat effective","Increases confidence in purchasing decisions",0,0,0,1,"It will become an essential tool for property buying/selling",1,0,0,1,2023-03-15 12:14:31.67436
"id_205","Male","Real Estate Agent","Yes, but rarely","AR – Interactive overlays on real-world properties","Somewhat effective","Saves time for buyers and sellers",0,1,0,1,"It will become an essential tool for property buying/selling",0,0,1,0,2023-09-01 23:29:21.177806
"id_206","Female","Investor","Yes, frequently","AR – Interactive overlays on real-world properties","Extremely effective","Expands market reach (remote buyers)",0,1,0,0,"It will become an essential tool for property buying/selling",1,1,1,1,2023-06-11 23:33:58.395561
"id_207","Male","Investor","No, but I am interested","Both equally","Somewhat effective","Increases confidence in purchasing decisions",0,0,1,1,"It will grow but remain a niche tool",1,1,0,0,2023-11-25 17:36:29.698736
"id_208","Male","Real Estate Agent","No, but I am interested","VR – Full 3D property tours","Extremely effective","Expands market reach (remote buyers)",0,0,0,0,"It will grow but remain a niche tool",0,0,1,1,2023-04-18 02:17:41.565778
"id_209","Male","Buyer/Renter","No, I have no interest","Neither","Extremely effective","Increases confidence in purchasing decisions",0,1,0,0,"It will become an essential tool for property buying/selling",1,1,0,1,2023-07-24 06:59:17.376482
"id_210","Male","Real Estate Agent","Yes, but rarely","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",0,0,1,0,"It will grow but remain a niche tool",0,0,0,0,2023-01-11 10:10:24.538931
"id_211","Female","Investor","Yes, but rarely","Both equally","Somewhat effective","Expands market reach (remote buyers)",0,0,1,0,"It will not have a significant impact",1,0,0,1,2023-07-25 19:36:27.211866
"id_212","Male","Investor","Yes, frequently","Both equally","Extremely effective","More immersive than photos/videos",0,0,0,1,"It will become an essential tool for property buying/selling",0,0,1,0,2023-07-28 16:08:06.649175
"id_213","Male","Student","No, but I am interested","Both equally","Somewhat effective","More immersive than photos/videos",1,1,1,0,"It will grow but remain a niche tool",0,1,0,0,2023-12-08 06:13:06.223417
"id_214","Female","Student","Yes, but rarely","AR – Interactive overlays on real-world properties","Somewhat effective","More immersive than photos/videos",0,1,0,1,"It will grow but remain a niche tool",1,0,1,0,2023-09-03 22:41:59.765439
"id_215","Male","Real Estate Agent","No, but I am interested","VR – Full 3D property tours","Extremely effective","Saves time for buyers and sellers",1,1,1,1,"It will become an essential tool for property buying/selling",1,1,0,0,2023-07-25 23:38:54.089653
"id_216","Female","Real Estate Agent","No, I have no interest","Neither","Somewhat effective","Expands market reach (remote buyers)",0,0,0,1,"It will become an essential tool for property buying/selling",0,0,1,1,2023-03-03 23:55:29.693168
"id_217","Male","Buyer/Renter","No, but I am interested","VR – Full 3D property tours","Somewhat effective","Saves time for buyers and sellers",1,0,0,1,"It will grow but remain a niche tool",0,0,0,1,2023-10-02 15:30:15.672736
"id_218","Male","Buyer/Renter","No, I have no interest","VR – Full 3D property tours","Extremely effective","Saves time for buyers and sellers",0,1,1,1,"It will grow but remain a niche tool",0,0,0,0,2023-04-21 23:49:37.214354
"id_219","Female","Other","No, but I am interested","Neither","Extremely effective","Increases confidence in purchasing decisions",1,0,0,1,"It will grow but remain a niche tool",1,0,0,0,2023-09-08 09:16:41.787932
"id_220","Non-binary","Buyer/Renter","Yes, frequently","Both equally","Somewhat effective","More immersive than photos/videos",0,0,1,0,"It will grow but remain a niche tool",0,0,1,1,2023-02-14 14:35:55.721286
"id_221","Male","Real Estate Agent","No, but I am interested","AR – Interactive overlays on real-world properties","Somewhat effective","Expands market reach (remote buyers)",1,1,1,0,"It will become an essential tool for property buying/selling",0,0,0,0,2023-06-26 00:38:00.832238
"id_222","Prefer not to say","Student","Yes, but rarely","VR – Full 3D property tours","Extremely effective","Saves time for buyers and sellers",0,0,1,1,"It will become an essential tool for property buying/selling",0,1,0,0,2023-02-01 16:29:41.189851
"id_223","Female","Student","No, but I am interested","VR – Full 3D property tours","Neutral","More immersive than photos/videos",1,0,1,0,"It will become an essential tool for property buying/selling",1,1,0,1,2023-04-19 04:22:41.866898
"id_224","Female","Property Developer","Yes, frequently","Both equally","Somewhat effective","Expands market reach (remote buyers)",0,1,1,1,"It will grow but remain a niche tool",0,0,1,0,2023-02-17 06:24:02.212991
"id_225","Male","Investor","Yes, frequently","Both equally","Not effective at all","Expands market reach (remote buyers)",0,0,1,0,"It will become an essential tool for property buying/selling",0,1,1,0,2023-05-15 06:22:59.454115
"id_226","Male","Student","No, but I am interested","AR – Interactive overlays on real-world properties","Somewhat effective","Expands market reach (remote buyers)",1,0,1,0,"It will grow but remain a niche tool",0,0,1,1,2023-06-21 23:03:07.452492
"id_227","Female","Property Developer","Yes, but rarely","Both equally","Somewhat effective","Increases confidence in purchasing decisions",0,0,0,1,"It will become an essential tool for property buying/selling",1,0,1,0,2023-01-10 08:55:17.456444
"id_228","Female","Investor","No, but I am interested","AR – Interactive overlays on real-world properties","Somewhat effective","Saves time for buyers and sellers",0,0,1,1,"It will grow but remain a niche tool",0,0,1,0,2023-06-09 09:43:59.576312
"id_229","Female","Student","Yes, frequently","VR – Full 3D property tours","Neutral","Saves time for buyers and sellers",0,0,0,1,"It will grow but remain a niche tool",0,0,0,0,2023-11-25 07:13:47.207345
"id_230","Non-binary","Buyer/Renter","Yes, but rarely","Both equally","Somewhat effective","Saves time for buyers and sellers",0,0,1,0,"It will become an essential tool for property buying/selling",1,1,0,0,2023-03-24 13:01:09.804845
"id_231","Female","Real Estate Agent","No, but I am interested","Neither","Neutral","More immersive than photos/videos",0,1,1,1,"It will grow but remain a niche tool",0,1,1,0,2023-01-21 04:48:39.649547
"id_232","Male","Property Developer","No, but I am interested","VR – Full 3D property tours","Neutral","Increases confidence in purchasing decisions",0,1,0,0,"It will grow but remain a niche tool",0,0,0,0,2023-04-25 22:58:46.142008
"id_233","Female","Investor","No, but I am interested","Both equally","Extremely effective","Expands market reach (remote buyers)",0,0,1,0,"It will not have a significant impact",0,1,0,1,2023-04-12 05:40:42.457341
"id_234","Male","Property Developer","Yes, but rarely","Neither","Extremely effective","More immersive than photos/videos",0,0,0,1,"It will become an essential tool for property buying/selling",1,0,0,0,2023-06-22 18:31:11.798755
"id_235","Male","Buyer/Renter","No, but I am interested","AR – Interactive overlays on real-world properties","Somewhat effective","Increases confidence in purchasing decisions",1,0,0,1,"It will become an essential tool for property buying/selling",0,1,1,1,2023-05-10 18:46:29.709745
"id_236","Male","Real Estate Agent","No, but I am interested","VR – Full 3D property tours","Extremely effective","More immersive than photos/videos",0,1,1,0,"It will become an essential tool for property buying/selling",1,0,1,1,2023-09-02 18:43:51.558684
"id_237","Male","Property Developer","No, but I am interested","Both equally","Not very effective","Increases confidence in purchasing decisions",1,1,1,0,"It will grow but remain a niche tool",1,1,1,1,2023-11-20 09:21:44.716172
"id_238","Female","Other","No, I have no interest","AR – Interactive overlays on real-world properties","Somewhat effective","Increases confidence in purchasing decisions",0,0,1,0,"It will grow but remain a niche tool",0,1,0,1,2023-06-01 17:38:43.169806
"id_239","Male","Real Estate Agent","Yes, frequently","Neither","Somewhat effective","Increases confidence in purchasing decisions",0,1,0,1,"It will become an essential tool for property buying/selling",0,1,0,0,2023-07-10 22:03:36.051203
"id_240","Female","Buyer/Renter","No, but I am interested","AR – Interactive overlays on real-world properties","Not very effective","Increases confidence in purchasing decisions",0,0,1,0,"It will become an essential tool for property buying/selling",0,1,0,0,2023-05-04 10:25:05.990615
"id_241","Female","Other","No, but I am interested","Both equally","Somewhat effective","More immersive than photos/videos",0,1,1,1,"It will grow but remain a niche tool",1,1,1,0,2023-10-30 00:39:39.298282
"id_242","Female","Buyer/Renter","No, but I am interested","Neither","Extremely effective","Saves time for buyers and sellers",0,0,0,1,"It will become an essential tool for property buying/selling",0,1,0,0,2023-03-01 20:11:27.289528
"id_243","Male","Buyer/Renter","Yes, but rarely","VR – Full 3D property tours","Somewhat effective","Saves time for buyers and sellers",1,1,1,1,"It will grow but remain a niche tool",0,0,0,0,2023-05-21 06:23:00.670299
"id_244","Female","Investor","Yes, but rarely","Both equally","Not very effective","Saves time for buyers and sellers",1,0,1,0,"It will become an essential tool for property buying/selling",0,1,0,0,2023-09-05 16:46:38.542808
"id_245","Male","Real Estate Agent","No, I have no interest","Both equally","Not very effective","Expands market reach (remote buyers)",1,0,0,1,"It will not have a significant impact",0,0,0,0,2023-12-14 17:26:14.869428
"id_246","Female","Investor","No, but I am interested","Both equally","Neutral","Increases confidence in purchasing decisions",1,1,1,0,"It will grow but remain a niche tool",0,0,0,0,2023-03-26 03:33:27.545109
"id_247","Male","Student","Yes, but rarely","AR – Interactive overlays on real-world properties","Extremely effective","Saves time for buyers and sellers",1,0,0,0,"It will become an essential tool for property buying/selling",0,1,1,1,2023-09-08 16:58:53.76538
"id_248","Prefer not to say","Buyer/Renter","No, but I am interested","AR – Interactive overlays on real-world properties","Neutral","Saves time for buyers and sellers",0,0,1,1,"It will grow but remain a niche tool",0,1,0,0,2023-02-01 09:00:26.376942
"id_249","Prefer not to say","Student","No, but I am interested","Neither","Somewhat effective","Saves time for buyers and sellers",0,1,0,0,"It will grow but remain a niche tool",0,0,0,1,2023-09-16 09:18:22.245088
"id_250","Female","Property Developer","No, I have no interest","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",1,0,0,0,"It will become an essential tool for property buying/selling",0,1,0,0,2023-12-05 03:00:22.190583
"id_251","Male","Buyer/Renter","No, I have no interest","Neither","Not effective at all","Increases confidence in purchasing decisions",0,1,0,0,"It will grow but remain a niche tool",1,0,0,0,2023-10-23 14:43:52.588422
"id_252","Male","Buyer/Renter","Yes, but rarely","AR – Interactive overlays on real-world properties","Not effective at all","Saves time for buyers and sellers",0,0,1,0,"It will become an essential tool for property buying/selling",1,0,0,1,2023-03-05 21:28:04.838197
"id_253","Female","Buyer/Renter","Yes, but rarely","AR – Interactive overlays on real-world properties","Extremely effective","Saves time for buyers and sellers",0,1,1,0,"It will grow but remain a niche tool",1,1,1,0,2023-01-26 05:39:35.387734
"id_254","Male","Buyer/Renter","No, but I am interested","VR – Full 3D property tours","Neutral","More immersive than photos/videos",0,0,0,0,"It will become an essential tool for property buying/selling",0,1,0,1,2023-07-21 22:10:36.179486
"id_255","Female","Investor","No, but I am interested","Neither","Somewhat effective","Saves time for buyers and sellers",1,0,1,0,"It will become an essential tool for property buying/selling",1,1,1,0,2023-06-30 23:13:18.796276
"id_256","Female","Real Estate Agent","Yes, frequently","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",0,0,0,1,"It will grow but remain a niche tool",1,1,0,1,2023-10-29 17:31:05.970553
"id_257","Male","Real Estate Agent","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","Saves time for buyers and sellers",0,1,0,0,"It will grow but remain a niche tool",0,1,1,0,2023-08-02 11:39:09.909494
"id_258","Male","Property Developer","No, but I am interested","VR – Full 3D property tours","Somewhat effective","Expands market reach (remote buyers)",1,0,0,1,"It will grow but remain a niche tool",0,1,0,0,2023-09-04 22:47:06.00794
"id_259","Female","Buyer/Renter","Yes, frequently","VR – Full 3D property tours","Somewhat effective","Increases confidence in purchasing decisions",1,1,0,1,"It will become an essential tool for property buying/selling",0,1,1,0,2023-03-22 21:24:07.658998
"id_260","Female","Buyer/Renter","Yes, but rarely","Neither","Not effective at all","More immersive than photos/videos",0,0,1,1,"It will grow but remain a niche tool",0,1,0,0,2023-04-28 14:20:37.092017
"id_261","Non-binary","Investor","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","Increases confidence in purchasing decisions",0,0,1,1,"It will become an essential tool for property buying/selling",0,1,1,1,2023-07-04 06:31:53.396492
"id_262","Female","Buyer/Renter","Yes, but rarely","Both equally","Neutral","Saves time for buyers and sellers",0,1,1,1,"It will become an essential tool for property buying/selling",1,1,0,1,2023-12-11 08:21:28.289492
"id_263","Female","Investor","No, but I am interested","Both equally","Extremely effective","Increases confidence in purchasing decisions",0,0,1,1,"It will grow but remain a niche tool",0,0,0,1,2023-03-27 21:39:59.706088
"id_264","Prefer not to say","Real Estate Agent","No, but I am interested","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",0,1,0,0,"It will become an essential tool for property buying/selling",1,1,0,0,2023-04-09 13:31:48.298032
"id_265","Female","Investor","No, I have no interest","VR – Full 3D property tours","Extremely effective","Increases confidence in purchasing decisions",0,1,1,1,"It will become an essential tool for property buying/selling",1,1,1,0,2023-08-03 05:49:21.414825
"id_266","Female","Buyer/Renter","No, but I am interested","Neither","Somewhat effective","More immersive than photos/videos",1,1,0,1,"It will become an essential tool for property buying/selling",0,1,1,0,2023-01-27 01:32:09.058408
"id_267","Male","Buyer/Renter","Yes, but rarely","AR – Interactive overlays on real-world properties","Somewhat effective","Increases confidence in purchasing decisions",1,0,0,0,"It will become an essential tool for property buying/selling",1,1,0,1,2023-01-14 13:23:11.765774
"id_268","Male","Real Estate Agent","Yes, frequently","Both equally","Neutral","Saves time for buyers and sellers",0,1,1,0,"It will become an essential tool for property buying/selling",0,1,0,0,2023-09-28 17:08:04.807257
"id_269","Male","Student","No, but I am interested","AR – Interactive overlays on real-world properties","Somewhat effective","Increases confidence in purchasing decisions",0,1,1,1,"It will grow but remain a niche tool",0,1,0,0,2023-08-12 08:41:49.467808
"id_270","Female","Student","Yes, frequently","Neither","Somewhat effective","More immersive than photos/videos",0,0,0,0,"It will become an essential tool for property buying/selling",1,0,0,0,2023-10-02 20:38:34.80124
"id_271","Female","Property Developer","No, but I am interested","AR – Interactive overlays on real-world properties","Somewhat effective","Saves time for buyers and sellers",0,1,1,0,"It will not have a significant impact",0,1,1,0,2023-04-06 17:44:23.837587
"id_272","Male","Property Developer","No, I have no interest","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",0,1,0,0,"It will become an essential tool for property buying/selling",1,0,1,1,2023-10-21 22:18:09.54803
"id_273","Male","Student","Yes, but rarely","Both equally","Somewhat effective","More immersive than photos/videos",1,1,0,0,"It will grow but remain a niche tool",0,1,1,1,2023-10-29 13:42:12.132989
